42,1,2,0,0,3,4,2
0,33,4,2,0,0,0,2
0,3,34,0,2,4,1,11
1,5,0,34,12,0,1,0
3,1,1,9,30,1,6,0
1,1,2,2,1,36,5,2
1,1,3,2,5,2,30,2
2,5,4,1,0,4,3,31
